key,target,source
ftbquests.chapter.minecolonies.quests.3.description.2,在你选择建造建造者小屋的地点之前，要考虑到其他可能的建筑地点和障碍物(如水、树、洞穴、山、岩浆等)之间的距离。当你选择了一个地方的小屋，你必须建造建设者的小屋块，并用你的建造工具。一旦小屋被放置，建造者将被自动分配(或者你可以手动分配一个具有最佳特征的建造者，但是你必须在gui自己改手动,"Before you choose a place to build the Builder’s Hut, take into account the distances among the other possible building sites and obstacles like water, trees, caves, mountains, lava sources, etc. After you have selected a place for the hut, you have to craft the Builder’s Hut block and place it with your build tool. Once the hut is placed, the Builder will be automatically assigned (or you can manually assign one with the best Traits for a Builder if you changed this in the settings tab in the Town Hall’s GUI."
ftbquests.chapter.minecolonies.quests.3.description.4,现在你必须发布建造建造者小屋任务，这样建造者会优先建造他们自己的小屋。建造者会要求提供他们需要的材料。看看第二页，以查看建设者任何建造/升级请求的材料。清单中任何未找到的材料将用红色字母标出。建造者小屋完成之后，你可以建造任何你想要的东西.,"Now you will have to issue the build assignment so the Builder can build their own hut first. The Builder will ask for the materials they need. Make sure to check the Resource Scroll or the second page of the Builder’s Hut GUI to see what materials the Builder is requesting for any build/upgrade. Any material in the list that is still missing will be in red letters. Once the Builder’s Hut is built you can now build anything you want, like worker huts, buildings, decorations, or your own schematics."
ftbquests.chapter.minecolonies.quests.3.description.6,&lNote:&r 建造者只能建造升级与自己小屋相同的等级的建筑。所以，为了让建造者升级其他建筑，建造者的小屋必须先升级。然后，建造者才能够升级其他建筑。,"&lNote:&r The Builder can only build or upgrade any other hut up to the level of their own hut. So, in order for the Builder to upgrade any building, the Builder’s Hut must be upgraded first. Then the Builder will be able to upgrade any other building(s)."
ftbquests.chapter.minecolonies.quests.4.title,酒馆,Tavern
ftbquests.chapter.minecolonies.quests.4.description.0,在这里可以招募到属性值比初始市民高很多的市民，而且还提供了四个居住空间。虽然所需建筑材料在初期不易收集，但仍然非常推荐在初期建造。,"Your colonists will need a place to sleep and a house, so it is recommended to build a Tavern next. The Tavern also allows visitors to come to your colony, and you can recruit them to stay as citizens."
ftbquests.chapter.minecolonies.quests.4.description.2,一个殖民地只能建造一个酒馆。此外，与其他建筑不同，酒馆只能升到三级。酒馆等级越高，客人等级和属性越高。,"The Tavern is like a House in that it houses citizens, however, the Tavern houses four instead of one and can’t be upgraded to house more.Every so often, visitors will come to the Tavern. You can recruit these visitors (with items) to live and work in your colony. Don’t attack them, they’ll fight back! Upgrading the Tavern will garner more and better visitors.Recruiting used to be part of the Town Hall but has been moved here."
ftbquests.chapter.minecolonies.quests.5.title,护林人小屋,Forester’s Hut
ftbquests.chapter.minecolonies.quests.5.subtitle,护林人小屋是护林人砍树的地方,The Forester’s Hut is where the Forester will go in between chopping down trees
ftbquests.chapter.minecolonies.quests.5.description.0,护林人会砍掉大约150格内(从他们自己算起)的任何一棵树，这些树不在小屋建筑时示意图中。,The Forester will cut down any tree in an approximate 150 block area (from themselves) that is not in a hut schematic and doesn’t have cobblestone placed beneath it.
ftbquests.chapter.minecolonies.quests.5.description.2,曲逸：砍光所有树！就不会有树生病了！！！！！,&lNote:&r Foresters require hoes (for breaking leaves).
ftbquests.chapter.minecolonies.quests.6.title,矿井,Mine
ftbquests.chapter.minecolonies.quests.6.subtitle,矿山是矿工开采矿石和材料的地方,The Mine is where the Miner will mine for ores and materials
ftbquests.chapter.minecolonies.quests.6.description.2,其次矿井内矿工不会在矿道中放置火把，因此需要在守卫塔中安排守卫巡逻矿井，避免矿工在和平模式以外受到怪物攻击。,The shaft the Miner creates downwards will go to a specific depth depending on the level of the Mine:
ftbquests.chapter.minecolonies.quests.6.description.3,注：升级可以提升挖掘的深度，三级能挖到基岩层,Mine Level 1 - Y level 50
ftbquests.chapter.minecolonies.quests.7.title,仓库,Warehouse
ftbquests.chapter.minecolonies.quests.7.subtitle,仓库是一个中央储存点，快递员会往那里存储物品，给你的工人运送所需的物品。,"The Warehouse is the central storage from where a Courier will store and retrieve everything your workers harvest, craft, or need"
ftbquests.chapter.minecolonies.quests.7.description.2,升级会提高仓库内架子的数量，从而提升库存空间。3级以后会解锁一键整理功能。,&lNote:&r You can only have one Warehouse per colony.
ftbquests.chapter.minecolonies.quests.8.title,&a&l 大学,&a&lThe University
ftbquests.chapter.minecolonies.quests.8.description.0,大学是模拟殖民地中最重要而且是材料需要最多的建筑，如果没有它，你就不能建造殖民地的特殊建筑！每当大学升一级时，就会多一个研究员，也能解锁更多东西。,The University is where a Researcher will research various upgrades to your colony.
ftbquests.chapter.minecolonies.quests.8.description.2,曲逸：这个任务的所有分支内容都需要在大学研究后才能建筑，（作者给每个都写了这段话，我就把重复的删了）,"As you level up the University, you can hire more researchers."
ftbquests.chapter.minecolonies.quests.9.title,渔夫小屋,Fisher’s Hut
ftbquests.chapter.minecolonies.quests.9.subtitle,渔夫小屋是渔夫捕鱼的地方,The Fisher’s Hut is where the Fisher will catch fish
ftbquests.chapter.minecolonies.quests.9.description.0,需要附近有至少 7*7*1的水池以供钓鱼。,"The Fisher requires a fishing rod and a body of water of a minimum of 7 blocks wide x 7 blocks long x 1 block tall to be able to work, and the water must be near his hut."
ftbquests.chapter.minecolonies.quests.9.description.2,升级渔夫小屋可以扩大渔夫的捕鱼范围，渔夫小屋的等级越高，渔人捞出的战利品就越多(不是鱼)。这包括海晶石粒和海绵! ,"Upgrading the Fisher’s Hut will expand the range at which the Fisher can fish, and the higher the level of the Fisher’s Hut, the more loot the Fisher will be fishing out (instead of fish). This includes prismarine and sponges!"
ftbquests.chapter.minecolonies.quests.10.title,餐厅,Restaurant
ftbquests.chapter.minecolonies.quests.10.subtitle,餐厅是厨师烹饪食物的地方，前提是他们有必要的食材和燃料,"The Restaurant is where the Cook will cook food, provided they have the necessary ingredients and fuel"
ftbquests.chapter.minecolonies.quests.10.description.0,市民饱食度低于10（5格）时会自动前往餐馆，餐馆工作人员在餐馆内储存有食物的情况下给市民（或饱食度低于10的玩家）发放食物，,"When citizens are hungry, they will come to the Restaurant and the Cook will give them food. The Assistant Cook also works at the Restaurant. They craft needed food to help supply the colony."
ftbquests.chapter.minecolonies.quests.10.description.2,可自动烧炼一些食物（烤土豆，烤猪排之类的） 每级增加1个熔炉以提高烧炼效率。只有在燃料界面打开特定的燃料才能让此建筑正常执行。,&lNote:&r You can only hire an Assistant Cook when the Restaurant is level 3 or higher.
ftbquests.chapter.minecolonies.quests.11.title,农场 \\& 农田 ,Farm \\& Fields
ftbquests.chapter.minecolonies.quests.11.subtitle,农场是农民为你的殖民地种植作物的地方,The Farm is where the Farmer will grow crops for your colony
ftbquests.chapter.minecolonies.quests.11.description.0,农民会耕种农田正下方一层高度的耕地，种植范围取决于水的滋润范围，最大不超过以农田为中心的 11×11 的正方形。一个农夫小屋支持农民耕种多个农田，最大农田数量在数值上等于当前农夫小屋等级。然而实际上一般来说一个农民只有足够的时间管理一片农田，所以还是要多造农夫小屋,"The crops the Farmer currently cultivates are wheat, carrots, potatoes, beets, melons, pumpkins, and most crops from other mods (as long as they have normal growth behavior). Before the Farmer can start, you will have to give the Farmer a hoe, an axe (for harvesting crops), and the crop you want to cultivate."
ftbquests.chapter.minecolonies.quests.11.description.2,农田需配合农夫小屋使用，用来标记可耕作的区域，最大范围是以农田为中心 11×11 的正方形，且最大数量依农夫小屋等级决定。右击农田方块可访问其 GUI，放入种子标记农夫需要种植的作物。,"The Farmer will also craft seeds, carved pumpkins, hay bales, composted dirt, and coarse dirt. They will only make items when they have been taught the recipes, receive a request for an item, and have the needed materials."
ftbquests.chapter.minecolonies.quests.12.title,邮递员小屋,Courier’s Hut
ftbquests.chapter.minecolonies.quests.12.subtitle,快递员从仓库跑到你的殖民地的所有工人的小屋，把材料送到工人手中并把成品放入仓库 ,"The Courier runs back and forth from the Warehouse to all the worker huts in your colony, delivering materials to workers and putting finished products in the Warehouse"
ftbquests.chapter.minecolonies.quests.12.description.0,快递员可以携带的物品数量取决于小屋等级。,"The level of the Courier’s Hut will dictate how many items the Courier can deliver, so if you want them to carry more materials/tools, upgrade their hut. Upgrading the hut will also increase the amount of requests they can keep track of at a time."
ftbquests.chapter.minecolonies.quests.12.description.2,等级1：1组,"The greater a Courier’s Agility skill, the faster they’ll run. The greater their Adaptability skill, the more huts they can visit before going back to the Warehouse."
